customer_id,tenure,internet_service,contract_type,payment_method,paperless_billing,senior_citizen,partner,dependents,online_security,tech_support,multiple_lines,monthly_charges,total_charges,churn
C100017,8,DSL,Two year,Electronic check,Yes,0,Yes,No,No,Yes,Yes,52.92556292136161,387.974858667452,No
C100018,6,DSL,Month-to-month,Bank transfer (automatic),Yes,0,No,No,Yes,Yes,No,60.60177640455642,408.89023096594633,No
C100019,3,DSL,Month-to-month,Electronic check,No,0,Yes,No,Yes,Yes,Yes,76.66538020771777,335.29368765312995,Yes
C100020,13,DSL,Month-to-month,Credit card (automatic),Yes,0,Yes,No,Yes,No,No,57.51121182562693,511.47480734389694,No
C100021,2,DSL,Month-to-month,Mailed check,No,0,No,Yes,Yes,Yes,Yes,73.62220394333912,35.41406821315231,No
C100022,4,None,Month-to-month,Mailed check,No,0,Yes,Yes,No,Yes,No,23.77686932810913,269.5810747640255,No
C100023,4,DSL,One year,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,Yes,No,55.80840610281374,269.26538008396665,No
C100024,7,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,No,Yes,Yes,Yes,Yes,104.21368299676413,688.0331826029411,Yes
C100025,18,DSL,Month-to-month,Mailed check,Yes,0,No,Yes,No,Yes,Yes,74.54146603029119,1337.0758316970068,No
C100026,2,None,Month-to-month,Electronic check,Yes,0,No,Yes,No,Yes,Yes,34.167569335905576,-1.8205629960576188,Yes
C100027,7,None,Month-to-month,Credit card (automatic),Yes,0,Yes,Yes,Yes,No,No,24.77395982774801,120.56043154253624,No
C100028,9,Fiber optic,Month-to-month,Electronic check,No,0,Yes,No,Yes,No,Yes,99.76744636579382,1013.6248382815286,Yes
C100029,0,Fiber optic,Month-to-month,Electronic check,Yes,0,Yes,No,No,Yes,Yes,90.8907904161607,51.51910856976163,No
C100030,12,DSL,One year,Bank transfer (automatic),Yes,0,Yes,No,No,No,No,53.786534332688376,444.6602194572029,No
C100031,2,None,Month-to-month,Electronic check,No,0,Yes,Yes,No,No,No,39.76187001567663,24.021360427881653,Yes
C100032,0,None,One year,Credit card (automatic),Yes,1,Yes,No,Yes,Yes,No,15.710704108636742,29.285819131134737,No
C100033,35,None,Month-to-month,Bank transfer (automatic),Yes,0,No,Yes,Yes,Yes,No,35.34033626165602,1119.182427469947,No
C100034,40,Fiber optic,Month-to-month,Credit card (automatic),Yes,1,No,No,Yes,Yes,No,85.66061301309519,3407.0978176013205,Yes
C100035,19,DSL,One year,Electronic check,Yes,0,No,Yes,No,Yes,Yes,67.97916906209323,1219.1646821700053,No
C100036,4,None,Month-to-month,Credit card (automatic),No,0,No,No,Yes,Yes,Yes,40.6228600680978,306.1106533921054,No
C100037,1,DSL,Month-to-month,Electronic check,No,0,Yes,Yes,No,Yes,No,64.43755555862693,119.64133083755331,Yes
C100038,14,Fiber optic,Two year,Electronic check,Yes,0,No,No,No,Yes,No,81.82091649048591,973.4810470663283,No
C100039,6,DSL,Month-to-month,Electronic check,Yes,0,No,No,No,Yes,Yes,73.62074899149265,459.9748189742551,Yes
C100040,1,None,Month-to-month,Mailed check,Yes,0,Yes,No,Yes,Yes,Yes,30.095821946712363,24.746521131863528,No
C100041,8,DSL,One year,Electronic check,No,0,No,No,Yes,Yes,Yes,63.04605673661098,487.0184232096832,No
C100042,0,DSL,One year,Bank transfer (automatic),No,0,No,Yes,Yes,No,No,44.002148905852486,31.257687499313125,Yes
C100043,28,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,Yes,Yes,Yes,No,No,91.50970707511497,2509.274417866681,Yes
C100044,4,Fiber optic,Month-to-month,Electronic check,Yes,0,Yes,Yes,No,Yes,Yes,99.10313143832856,360.4422584185189,Yes
C100045,13,Fiber optic,Two year,Bank transfer (automatic),No,0,Yes,No,No,No,Yes,83.25719366199596,1148.1880320084276,No
C100046,3,Fiber optic,Month-to-month,Electronic check,Yes,0,No,Yes,No,Yes,Yes,76.84193404722875,196.69208203591435,Yes
C100047,9,DSL,Month-to-month,Credit card (automatic),Yes,0,Yes,No,No,No,Yes,65.89114940561235,506.3116859854432,Yes
C100048,7,Fiber optic,Month-to-month,Bank transfer (automatic),No,0,No,No,No,Yes,Yes,93.20164667457712,807.5590559190542,Yes
C100049,4,None,Two year,Credit card (automatic),Yes,0,Yes,No,No,Yes,Yes,22.77771540733779,48.7251908606635,No
C100050,41,None,Month-to-month,Mailed check,Yes,0,Yes,Yes,No,No,Yes,42.698951866172585,1848.1488879709623,No
C100051,17,Fiber optic,One year,Credit card (automatic),Yes,0,Yes,No,No,No,Yes,87.46574454442228,1481.8998741985258,No
C100052,33,None,Month-to-month,Bank transfer (automatic),No,0,Yes,Yes,Yes,Yes,Yes,36.87925720172842,1205.114626502429,No
C100053,27,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,Yes,No,Yes,No,No,93.06043971361467,2615.325835398055,Yes
C100054,10,Fiber optic,One year,Electronic check,Yes,0,No,No,No,No,No,89.62407873194866,822.3707147925729,Yes
C100055,30,Fiber optic,Two year,Bank transfer (automatic),Yes,0,Yes,No,Yes,Yes,No,82.65881504100501,2367.7734290219178,No
C100056,2,Fiber optic,Month-to-month,Credit card (automatic),No,0,No,No,Yes,No,No,91.9575037420416,266.583971013672,Yes
C100057,2,Fiber optic,Month-to-month,Electronic check,Yes,0,No,No,Yes,No,No,99.32824230920659,50.42521022097517,Yes
C100058,0,Fiber optic,Two year,Bank transfer (automatic),Yes,0,Yes,No,No,Yes,Yes,83.1026294572227,23.917568956201002,No
C100059,4,DSL,One year,Credit card (automatic),Yes,0,No,No,No,Yes,Yes,62.6990881916673,214.25835235288594,No
C100060,5,DSL,Month-to-month,Bank transfer (automatic),Yes,0,No,Yes,No,No,No,54.749083091629046,300.70983131633386,Yes
C100061,3,DSL,Month-to-month,Electronic check,No,0,No,Yes,Yes,No,Yes,81.36416481598549,205.00923170381418,Yes
C100062,21,Fiber optic,One year,Bank transfer (automatic),Yes,0,Yes,No,No,Yes,Yes,93.65971223722445,1911.0798586718054,No
C100063,5,DSL,One year,Electronic check,No,0,Yes,No,No,Yes,Yes,64.76053861994997,356.33807681266245,No
C100064,3,DSL,Two year,Credit card (automatic),No,1,No,Yes,Yes,Yes,No,42.17167232988158,212.03510189427234,No
C100065,9,Fiber optic,Month-to-month,Electronic check,No,0,Yes,No,No,No,Yes,102.54938647485127,865.2343929111503,Yes
C100066,0,Fiber optic,Month-to-month,Electronic check,Yes,1,Yes,No,No,No,Yes,101.97049938793913,110.79000728494819,Yes
C100067,19,Fiber optic,One year,Electronic check,Yes,1,Yes,No,Yes,Yes,No,76.4599263074213,1475.4055553752614,No
C100068,0,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,Yes,No,92.11040924115942,-15.3726085051359,Yes
C100069,52,None,Month-to-month,Credit card (automatic),No,1,Yes,No,Yes,Yes,Yes,32.75560939434961,1562.175810812291,No
C100070,16,None,Month-to-month,Electronic check,No,1,Yes,No,No,No,Yes,47.624794586443244,736.338623712643,No
C100071,2,None,One year,Electronic check,Yes,0,Yes,No,No,No,No,26.13937960656847,54.063850972347105,Yes
C100072,0,Fiber optic,Month-to-month,Mailed check,No,1,Yes,No,Yes,Yes,Yes,102.3504604487521,12.796178700796286,No
C100073,19,None,One year,Credit card (automatic),No,0,Yes,No,Yes,Yes,Yes,51.52878300140484,1144.6743078765044,No
C100074,16,Fiber optic,One year,Mailed check,No,0,No,No,No,Yes,Yes,28.089830527480075,443.4633375529825,No
C100075,14,DSL,Month-to-month,Electronic check,No,0,No,Yes,Yes,Yes,No,62.91186012385132,927.8945318595676,No
C100076,17,DSL,Month-to-month,Bank transfer (automatic),No,0,Yes,No,No,No,Yes,72.37426817972045,1271.4029019850645,Yes
C100077,0,Fiber optic,Month-to-month,Electronic check,No,0,Yes,No,Yes,Yes,No,87.99607587915972,-35.628033521320404,Yes
C100078,5,DSL,One year,Mailed check,Yes,1,Yes,No,No,No,No,45.5410266592792,318.4870558554222,No
C100079,1,None,Month-to-month,Electronic check,No,1,No,No,No,No,No,31.678583362723742,42.265727937374464,Yes
C100080,22,Fiber optic,One year,Credit card (automatic),Yes,0,No,No,Yes,No,No,87.65214703507854,2090.909520175214,No
C100081,11,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,Yes,Yes,Yes,No,No,84.44174265269668,966.9224355219789,Yes
C100082,4,Fiber optic,Month-to-month,Credit card (automatic),No,1,No,No,No,Yes,No,76.7842846223179,296.80724897875854,Yes
C100083,1,Fiber optic,One year,Mailed check,No,0,Yes,Yes,No,No,Yes,101.37855759100799,65.04211513202198,Yes
C100084,4,DSL,Month-to-month,Bank transfer (automatic),No,1,Yes,No,No,No,Yes,69.73634261227926,355.83719873661704,Yes
C100085,6,Fiber optic,Month-to-month,Electronic check,Yes,0,Yes,No,No,Yes,No,83.78845622020275,336.35526635138683,Yes
C100086,15,Fiber optic,Month-to-month,Credit card (automatic),Yes,1,Yes,Yes,Yes,No,No,90.73126160861433,1285.9194170447986,Yes
C100087,12,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,No,No,Yes,No,No,99.01582450509224,1221.255062469577,Yes
C100088,25,Fiber optic,Month-to-month,Credit card (automatic),Yes,1,No,No,No,No,No,93.9395164790671,2361.7741645916003,Yes
C100089,7,DSL,Month-to-month,Electronic check,No,1,No,Yes,No,Yes,Yes,75.06113537407124,535.4508676233484,Yes
C100090,1,DSL,One year,Credit card (automatic),Yes,1,No,Yes,No,Yes,Yes,63.228461294447875,77.56690052703507,No
C100091,14,DSL,One year,Bank transfer (automatic),Yes,0,Yes,No,Yes,Yes,No,52.33142700865995,827.830553695799,No
C100092,17,Fiber optic,Month-to-month,Mailed check,Yes,0,No,No,No,No,Yes,101.76792105519966,1653.1097161877622,Yes
C100093,9,None,Month-to-month,Bank transfer (automatic),No,0,Yes,No,Yes,No,Yes,37.30604532507238,339.5911868838217,No
C100094,17,None,One year,Credit card (automatic),Yes,0,Yes,No,Yes,No,No,22.385120910375626,474.6166508654213,No
C100095,8,Fiber optic,Month-to-month,Credit card (automatic),No,0,No,Yes,No,Yes,No,94.24971133149693,807.1185030901756,Yes
C100096,7,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,No,No,Yes,Yes,No,90.3439890265402,605.1107372982481,Yes
C100097,6,Fiber optic,Month-to-month,Electronic check,Yes,1,Yes,No,No,Yes,No,82.60975099205552,515.0476607871465,Yes
C100098,0,DSL,Two year,Credit card (automatic),No,0,Yes,Yes,Yes,Yes,Yes,60.40582610246084,-34.479137321704854,Yes
C100099,1,DSL,Month-to-month,Bank transfer (automatic),Yes,1,Yes,No,No,No,Yes,77.06555517039689,132.74247719302022,Yes
C100100,1,None,Two year,Electronic check,Yes,0,No,No,Yes,No,No,14.93394947256088,9.655055700683114,Yes
C100101,12,Fiber optic,Month-to-month,Electronic check,No,0,No,No,Yes,Yes,Yes,106.23269947924881,1186.1892691314918,Yes
C100102,4,None,Month-to-month,Electronic check,No,1,No,No,No,Yes,No,30.075250085092676,147.81069143241575,Yes
C100103,8,DSL,Month-to-month,Electronic check,No,0,Yes,No,No,Yes,Yes,60.8094634550354,505.1391492458401,Yes
C100104,29,DSL,One year,Mailed check,No,0,No,Yes,Yes,Yes,No,85.30571331006102,2331.936651123354,No
C100105,4,DSL,Month-to-month,Electronic check,Yes,0,Yes,No,No,Yes,No,55.33097466172715,143.31665573857833,Yes
C100106,6,DSL,Two year,Electronic check,Yes,0,Yes,No,No,No,Yes,62.34344641694354,316.6885862311101,No
C100107,16,Fiber optic,Month-to-month,Mailed check,Yes,0,No,Yes,No,No,Yes,102.37602354060886,1522.4975127855719,No
C100108,4,DSL,One year,Bank transfer (automatic),No,0,No,No,No,Yes,No,54.414327053896955,140.6675587393815,No
C100109,1,DSL,Month-to-month,Electronic check,No,1,No,Yes,No,Yes,No,62.061838676733814,41.04567071245734,Yes
C100110,3,DSL,Two year,Electronic check,Yes,0,No,Yes,No,Yes,Yes,57.42387440329744,289.1343089158768,No
C100111,1,DSL,One year,Electronic check,Yes,0,No,Yes,Yes,No,Yes,57.12204591602178,220.74584236966427,No
C100112,31,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,No,Yes,No,No,Yes,102.8328748704191,3281.6690564808955,Yes
C100113,17,DSL,One year,Electronic check,No,0,No,Yes,No,Yes,No,75.91829563469437,1407.1374758622726,No
C100114,12,DSL,Month-to-month,Bank transfer (automatic),Yes,0,Yes,No,No,Yes,Yes,78.64522696507558,853.8053942072352,Yes
C100115,25,DSL,Month-to-month,Electronic check,No,0,Yes,No,Yes,Yes,No,57.75970806236139,1297.891602270084,No
C100116,18,DSL,Month-to-month,Electronic check,No,0,Yes,Yes,Yes,Yes,Yes,60.344147923782934,1186.2346818409678,No
C100117,2,Fiber optic,Month-to-month,Mailed check,No,1,No,No,Yes,Yes,Yes,97.69953549490259,191.73515871990622,Yes
C100118,26,DSL,Month-to-month,Electronic check,Yes,0,No,No,No,Yes,No,67.20198713169022,1624.7375684594947,Yes
C100119,10,Fiber optic,Month-to-month,Electronic check,No,0,Yes,No,No,No,Yes,113.54569512930867,936.7230321886666,Yes
C100120,19,DSL,One year,Electronic check,No,0,No,Yes,Yes,Yes,Yes,51.60977260261393,1009.9148435539703,No
C100121,28,DSL,Two year,Electronic check,Yes,0,Yes,No,No,No,No,44.179482521579196,1327.5831242868894,No
C100122,4,None,Two year,Credit card (automatic),Yes,0,Yes,Yes,No,No,Yes,21.376021324875893,8.279647110078741,No
C100123,1,Fiber optic,Month-to-month,Electronic check,No,0,No,Yes,Yes,Yes,No,82.8286186131695,135.063220168842,Yes
C100124,3,DSL,One year,Credit card (automatic),No,0,Yes,No,Yes,Yes,No,38.71297066753192,133.1294515742785,No
C100125,6,None,Month-to-month,Credit card (automatic),Yes,0,Yes,No,No,Yes,No,20.296020844612116,73.4287387589772,No
C100126,20,Fiber optic,One year,Credit card (automatic),Yes,0,No,Yes,No,No,Yes,95.35611636167738,2031.2745256382689,No
C100127,23,None,Month-to-month,Electronic check,Yes,0,Yes,No,No,Yes,Yes,36.149810513592875,755.6679269893575,No
C100128,0,Fiber optic,Month-to-month,Credit card (automatic),No,1,No,Yes,No,No,No,76.31975748223495,-6.956339251836979,No
C100129,8,Fiber optic,One year,Electronic check,No,0,Yes,Yes,Yes,No,No,78.23582370634408,694.5496843343652,No
C100130,7,Fiber optic,Month-to-month,Electronic check,Yes,0,No,No,Yes,No,No,35.26016744375935,271.65135026668224,Yes
C100131,3,DSL,Month-to-month,Electronic check,Yes,0,No,No,Yes,Yes,No,65.58390593037718,155.7352503015771,Yes
C100132,1,Fiber optic,One year,Credit card (automatic),No,0,No,No,Yes,No,Yes,95.37271372349124,132.89265015146606,No
C100133,4,Fiber optic,Month-to-month,Bank transfer (automatic),No,0,Yes,No,No,Yes,Yes,109.66069120602057,356.23904845764275,Yes
C100134,34,DSL,Month-to-month,Credit card (automatic),No,0,Yes,No,Yes,No,No,64.55677243867757,2220.8982182222994,No
C100135,4,DSL,Month-to-month,Electronic check,No,0,No,Yes,Yes,Yes,No,50.89076079052059,263.76547421363455,Yes
C100136,8,DSL,Month-to-month,Credit card (automatic),Yes,0,Yes,No,Yes,No,Yes,64.50392944432036,499.3739393560076,Yes
C100137,14,Fiber optic,Month-to-month,Credit card (automatic),No,0,Yes,Yes,No,Yes,No,89.36288274087268,1274.738959352389,Yes
C100138,5,Fiber optic,One year,Electronic check,Yes,0,No,No,No,Yes,No,80.78243380022187,499.48302605227326,Yes
C100139,42,Fiber optic,Month-to-month,Bank transfer (automatic),No,1,Yes,No,No,Yes,No,97.28807621784225,3846.297640556894,Yes
C100140,39,DSL,One year,Credit card (automatic),Yes,0,No,No,Yes,Yes,Yes,73.01532218625982,2908.468316460368,No
C100141,3,Fiber optic,Month-to-month,Credit card (automatic),No,0,Yes,No,Yes,Yes,Yes,94.78350951358144,285.9974651599195,Yes
C100142,7,None,Month-to-month,Electronic check,No,0,Yes,No,No,No,No,15.866179287776381,101.212111307602,No
C100143,2,Fiber optic,One year,Mailed check,Yes,0,Yes,No,No,Yes,Yes,79.72185917054075,241.08226791406187,No
C100144,4,Fiber optic,One year,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,Yes,No,86.51635250865871,375.8699217740625,No
C100145,0,Fiber optic,One year,Electronic check,Yes,0,Yes,No,No,Yes,No,80.77815040279982,8.053600206534576,No
C100146,11,Fiber optic,Two year,Credit card (automatic),No,0,No,No,No,Yes,Yes,76.30155865430528,833.2440145867403,No
C100147,8,Fiber optic,Month-to-month,Electronic check,No,0,No,No,Yes,Yes,No,87.41658646325399,672.0179858242476,Yes
C100148,0,None,Month-to-month,Bank transfer (automatic),No,0,No,No,No,Yes,Yes,35.01375549919006,-4.978851944187742,No
C100149,3,Fiber optic,Two year,Electronic check,Yes,0,Yes,Yes,Yes,Yes,No,73.39774500352188,213.17747048577058,No
C100150,29,None,Month-to-month,Electronic check,Yes,0,No,No,No,No,Yes,28.269185341442995,840.1479518681448,No
C100151,3,DSL,Month-to-month,Electronic check,Yes,0,No,No,No,No,No,60.60516698950143,274.7560184516227,Yes
C100152,2,DSL,Month-to-month,Credit card (automatic),Yes,0,Yes,No,No,No,Yes,72.74261856617865,124.43217765111055,Yes
C100153,8,DSL,One year,Electronic check,No,0,Yes,No,Yes,No,Yes,59.66168764963157,498.81645799159,No
C100154,50,Fiber optic,Month-to-month,Credit card (automatic),No,0,No,No,No,Yes,No,88.5440429423561,4533.710148335807,Yes
C100155,3,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,No,Yes,No,No,Yes,101.82288919368052,316.65471371683566,Yes
C100156,14,DSL,Month-to-month,Bank transfer (automatic),No,0,No,No,No,No,No,60.408095604300556,759.3969374871125,Yes
C100157,17,DSL,One year,Electronic check,Yes,1,No,No,No,Yes,No,40.54368793897776,686.2436766992455,No
C100158,2,None,Month-to-month,Electronic check,Yes,0,Yes,Yes,No,No,No,26.176025856622964,111.69910973896748,Yes
C100159,14,None,Month-to-month,Mailed check,Yes,0,No,Yes,No,No,No,29.086945917790736,507.68525244324337,No
C100160,6,Fiber optic,One year,Electronic check,Yes,0,No,Yes,No,Yes,No,76.53055724781935,370.2605362369678,Yes
C100161,12,Fiber optic,Two year,Bank transfer (automatic),No,0,Yes,Yes,No,Yes,No,79.72120498568927,954.8601023540929,No
C100162,12,Fiber optic,One year,Credit card (automatic),Yes,0,No,Yes,No,No,Yes,80.23390628128503,1020.7243400068927,No
C100163,10,Fiber optic,One year,Electronic check,Yes,0,No,No,No,No,Yes,103.73138750874072,992.0316701631253,Yes
C100164,0,None,Month-to-month,Bank transfer (automatic),No,1,No,No,No,No,No,38.607132589546005,29.53967394412831,Yes
C100165,21,DSL,Month-to-month,Credit card (automatic),No,1,No,No,No,No,Yes,68.76061959841287,1478.7247021723997,Yes
C100166,4,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,Yes,Yes,No,Yes,Yes,94.83882348107055,436.06884816336424,Yes
C100167,2,DSL,One year,Credit card (automatic),Yes,0,Yes,Yes,No,No,Yes,59.17135351542774,83.56088611779276,No
C100168,0,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,Yes,No,Yes,Yes,No,96.13866677713766,57.765681902344696,No
C100169,9,Fiber optic,One year,Bank transfer (automatic),Yes,1,No,No,Yes,Yes,No,77.57500199423586,788.2586094703705,No
C100170,12,Fiber optic,Two year,Credit card (automatic),Yes,0,No,No,No,Yes,Yes,88.86502381715113,1145.2997154982465,No
C100171,1,DSL,Month-to-month,Credit card (automatic),No,0,No,No,Yes,No,No,61.60938995561724,10.158373885286993,No
C100172,8,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,No,No,No,No,Yes,101.62326995991174,875.1493764164223,Yes
C100173,3,DSL,Month-to-month,Electronic check,Yes,0,No,Yes,Yes,Yes,No,60.91021270599662,55.6796100613726,Yes
C100174,12,DSL,Month-to-month,Mailed check,No,0,No,Yes,No,Yes,Yes,64.375289636608,883.4210288944865,No
C100175,2,DSL,Month-to-month,Electronic check,No,0,No,Yes,No,No,Yes,77.57806368336718,50.00536296428321,Yes
C100176,13,Fiber optic,Two year,Electronic check,Yes,0,Yes,Yes,Yes,No,Yes,87.3846045099632,1146.3818486981852,No
C100177,4,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,No,No,No,Yes,Yes,108.18238274928508,624.7855547643491,Yes
C100178,33,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,1,Yes,No,No,Yes,Yes,99.49811018696073,3265.518972453649,Yes
C100179,1,Fiber optic,Month-to-month,Mailed check,Yes,0,No,Yes,No,Yes,No,91.83845838834539,69.61688870143219,Yes
C100180,5,Fiber optic,Two year,Electronic check,Yes,0,No,No,No,No,Yes,97.00527154416767,547.4252429052655,Yes
C100181,1,Fiber optic,One year,Credit card (automatic),Yes,0,No,Yes,Yes,Yes,No,82.08630066193524,42.61601265040957,No
C100182,30,Fiber optic,Two year,Electronic check,Yes,1,Yes,No,No,Yes,No,80.21216724179068,2517.8892853842917,No
C100183,24,Fiber optic,Two year,Electronic check,Yes,0,Yes,No,No,Yes,Yes,79.27519212358455,1806.2909861414441,No
C100184,5,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,Yes,Yes,No,Yes,No,88.87248321493863,236.76183979882205,Yes
C100185,13,Fiber optic,Month-to-month,Mailed check,No,0,No,No,Yes,No,No,88.43027059873238,1031.020783741995,Yes
C100186,20,None,Month-to-month,Electronic check,Yes,0,No,Yes,No,No,No,33.72062411710818,656.3966461344215,No
C100187,9,None,Month-to-month,Electronic check,No,0,Yes,No,No,Yes,No,26.085725028116492,275.0305122829188,No
C100188,9,DSL,One year,Credit card (automatic),Yes,0,Yes,No,No,Yes,No,48.740707987755826,428.1895873622517,No
C100189,3,DSL,Month-to-month,Bank transfer (automatic),No,0,No,No,Yes,Yes,No,61.858062897537806,262.2496160695966,No
C100190,2,Fiber optic,Month-to-month,Mailed check,Yes,0,Yes,No,Yes,No,No,82.63912474248806,86.82998886202506,Yes
C100191,27,DSL,One year,Electronic check,Yes,1,No,No,No,Yes,No,52.33223693859187,1276.448459927534,No
C100192,27,DSL,One year,Bank transfer (automatic),No,0,No,Yes,Yes,Yes,No,46.78307442030616,1204.6653438244512,No
C100193,12,None,One year,Credit card (automatic),No,0,No,No,Yes,No,Yes,29.720858705938657,363.64310524812356,No
C100194,4,DSL,Month-to-month,Bank transfer (automatic),No,0,Yes,No,No,No,Yes,69.62379184230856,323.384068515742,Yes
C100195,5,None,One year,Credit card (automatic),No,0,Yes,No,Yes,No,No,34.45333828389118,189.95702774239294,No
C100196,15,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,Yes,No,No,No,No,94.6170056995631,1451.4217595798946,Yes
C100197,27,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,No,Yes,No,No,Yes,95.79514733637568,2489.367307644935,Yes
C100198,26,DSL,One year,Credit card (automatic),Yes,0,Yes,No,Yes,Yes,No,46.27109263798473,1193.9365910323397,No
C100199,17,DSL,Two year,Credit card (automatic),Yes,0,No,Yes,No,No,No,43.1429705451543,867.713016728292,No
C100200,12,Fiber optic,Month-to-month,Credit card (automatic),No,0,No,Yes,No,No,Yes,91.70783542333916,1158.1547665720168,Yes
C100201,1,DSL,Month-to-month,Mailed check,Yes,0,No,No,Yes,No,No,65.74203930707372,8.729798775557292,Yes
C100202,0,DSL,Month-to-month,Credit card (automatic),No,0,Yes,No,No,No,No,56.24885117359505,168.05878998522445,Yes
C100203,27,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,No,56.06021587190494,1601.5287311458044,No
C100204,10,DSL,Two year,Credit card (automatic),Yes,0,Yes,No,Yes,No,Yes,55.69516841956913,648.7400044808817,No
C100205,0,DSL,One year,Electronic check,Yes,0,No,No,Yes,Yes,No,69.98832705815474,37.659695685928156,No
C100206,1,Fiber optic,One year,Bank transfer (automatic),Yes,0,Yes,No,No,Yes,Yes,89.19335232860526,178.89613726493107,Yes
C100207,13,DSL,One year,Credit card (automatic),No,0,Yes,No,No,No,Yes,69.94753194169763,848.1511233032858,No
C100208,0,DSL,Month-to-month,Electronic check,No,0,No,No,Yes,Yes,Yes,70.05354903724866,-8.283962594434954,No
C100209,2,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,Yes,No,No,Yes,Yes,105.70956892415848,145.34116837979124,Yes
C100210,9,None,Month-to-month,Credit card (automatic),No,1,No,Yes,Yes,No,No,23.88320731760286,197.46101635508228,No
C100211,15,DSL,One year,Electronic check,Yes,0,Yes,No,Yes,Yes,Yes,70.14586968296008,1017.5604426443984,Yes
C100212,12,DSL,Month-to-month,Mailed check,No,0,No,No,Yes,No,Yes,64.626262601197,753.567400476589,No
C100213,4,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,1,Yes,No,Yes,Yes,Yes,102.022034845491,328.16830368698464,Yes
C100214,14,None,One year,Bank transfer (automatic),Yes,0,No,No,No,No,Yes,32.252280603928654,513.5245494231095,No
C100215,3,Fiber optic,Month-to-month,Electronic check,Yes,0,Yes,No,No,Yes,No,92.81050300401682,227.08719326237068,Yes
C100216,4,Fiber optic,One year,Electronic check,Yes,0,No,Yes,No,No,No,80.11167156374606,328.21854761096245,Yes
C100217,15,DSL,Month-to-month,Electronic check,Yes,1,Yes,No,Yes,Yes,No,58.287951787336524,937.1912794630713,Yes
